Gender,Married,Age,Profession,WorkExperience,SpendingScore,FamilySize,Cluster
Male,No,39,Artist,1.0,Low,2.0,2
Male,No,42,Entertainment,1.0,Low,1.0,2
Male,No,20,Healthcare,1.0,Low,5.0,2
Male,Yes,50,Entertainment,1.0,Low,2.0,3
Male,No,26,Doctor,0.0,Low,6.0,2
Male,Yes,46,Artist,1.0,Average,3.0,0
Male,No,30,Doctor,0.0,Low,2.0,2
Female,Yes,60,Doctor,6.0,Average,2.0,0
Male,Yes,84,Lawyer,0.0,Low,1.0,3
Female,No,37,Homemaker,,Low,1.0,2
Male,Yes,63,Artist,6.0,Low,1.0,3
Female,No,38,Healthcare,0.0,Low,2.0,2
Male,Yes,51,Entertainment,0.0,Average,4.0,0
Male,No,20,Healthcare,0.0,Low,4.0,2
Female,No,25,Healthcare,14.0,Low,3.0,1
Female,No,33,Doctor,0.0,Low,5.0,2
Female,No,31,Engineer,0.0,Low,1.0,2
Male,Yes,57,Healthcare,1.0,Low,3.0,3
Male,Yes,42,Artist,1.0,Low,4.0,3
Male,Yes,40,Entertainment,2.0,Average,5.0,0
Male,Yes,66,Lawyer,0.0,High,3.0,4
Male,No,21,Homemaker,0.0,Low,4.0,2
Male,Yes,73,Executive,1.0,High,2.0,4
Female,Yes,46,Artist,0.0,Low,2.0,3
Female,Yes,66,Artist,0.0,Average,2.0,0
Male,Yes,27,Doctor,0.0,Average,2.0,0
Female,Yes,35,Homemaker,,Low,,2
Female,Yes,53,Artist,1.0,High,4.0,0
Male,Yes,80,Lawyer,8.0,Low,1.0,3
Female,Yes,63,Artist,1.0,Average,3.0,0
Female,No,41,Doctor,9.0,Low,1.0,1
Male,Yes,43,Artist,1.0,Average,4.0,0
Male,Yes,47,,1.0,High,3.0,0
Female,No,18,Marketing,9.0,Low,5.0,1
Female,No,33,Entertainment,1.0,Low,4.0,2
Male,No,30,Engineer,9.0,Low,3.0,1
Male,Yes,85,Executive,1.0,High,2.0,4
Female,Yes,46,Artist,,High,,0
Male,Yes,48,Doctor,,Low,2.0,3
Male,Yes,80,Lawyer,,High,2.0,4
Male,No,33,Artist,8.0,Low,,1
Female,Yes,36,Artist,4.0,High,7.0,0
Male,Yes,27,Entertainment,3.0,Average,2.0,0
Male,No,28,Healthcare,0.0,Low,5.0,2
Female,Yes,35,Doctor,0.0,Average,3.0,0
Male,No,26,Entertainment,1.0,Low,3.0,2
Female,Yes,39,Homemaker,,Average,3.0,0
Female,Yes,56,Artist,1.0,High,4.0,4
Female,No,26,Artist,13.0,Low,2.0,1
Male,Yes,31,Entertainment,4.0,Low,2.0,2
Male,No,21,Healthcare,0.0,Low,2.0,2
Male,Yes,39,Entertainment,1.0,Average,4.0,0
Female,No,51,Artist,0.0,Low,1.0,3
Male,Yes,45,Doctor,0.0,Low,4.0,3
Female,No,33,Homemaker,11.0,Low,,1
Male,Yes,62,Lawyer,0.0,Low,1.0,3
Female,Yes,80,Lawyer,,High,2.0,4
Male,Yes,77,Executive,1.0,Low,1.0,3
Female,No,29,Healthcare,,Low,5.0,2
Female,Yes,33,Engineer,7.0,Average,5.0,1
Male,No,29,Artist,1.0,Low,3.0,2
Female,No,20,Healthcare,1.0,Low,,2
Male,Yes,43,Artist,1.0,Low,2.0,3
Female,No,18,Healthcare,1.0,Low,3.0,2
Male,Yes,53,Artist,3.0,Average,3.0,0
Male,Yes,28,Entertainment,3.0,Average,3.0,0
Female,No,43,Entertainment,1.0,Low,4.0,2
Male,No,31,Entertainment,1.0,Low,3.0,2
Female,No,28,Healthcare,,Low,2.0,2
Male,Yes,65,Artist,1.0,Low,2.0,3
Male,Yes,33,Artist,0.0,Average,2.0,0
Male,Yes,49,Artist,0.0,Average,6.0,0
Male,No,33,Healthcare,1.0,Low,4.0,2
Male,Yes,53,Artist,6.0,Average,2.0,0
Female,Yes,47,Artist,7.0,Average,4.0,1
Male,No,31,Entertainment,1.0,Low,7.0,2
Male,Yes,52,Executive,1.0,High,4.0,4
Male,,61,Engineer,2.0,Average,2.0,0
Male,No,31,Healthcare,,Low,7.0,2
Female,No,30,Healthcare,1.0,Low,2.0,2
Male,Yes,63,Entertainment,,Average,2.0,0
Male,Yes,69,Executive,9.0,Average,2.0,1
Male,No,29,Engineer,0.0,Low,4.0,2
Female,Yes,56,Engineer,1.0,Average,5.0,0
Female,Yes,72,Artist,1.0,Average,3.0,4
Male,Yes,88,Lawyer,,Low,1.0,3
Male,No,30,Engineer,1.0,Low,4.0,2
Female,No,31,Healthcare,1.0,Low,4.0,2
Male,No,41,Artist,2.0,Low,3.0,2
Female,No,31,Healthcare,9.0,Low,7.0,1
Male,No,20,Healthcare,,Low,5.0,2
Female,Yes,26,Marketing,7.0,High,3.0,0
Male,Yes,48,Entertainment,,Average,5.0,0
Male,No,26,Healthcare,,Low,,2
Male,No,20,Healthcare,1.0,Low,4.0,2
Male,Yes,41,Artist,4.0,Low,4.0,3
Male,No,20,Healthcare,4.0,Low,5.0,2
Male,Yes,63,Homemaker,1.0,Low,3.0,3
Male,Yes,88,Executive,1.0,Low,1.0,3
Female,No,39,Engineer,,Low,3.0,2
Male,Yes,55,Engineer,1.0,High,4.0,4
Male,No,32,Healthcare,,Low,,2
Male,No,32,Entertainment,1.0,Low,2.0,2
Female,Yes,38,Artist,0.0,Average,3.0,0
Female,Yes,62,Engineer,1.0,Low,1.0,3
Male,No,18,Healthcare,1.0,Low,5.0,2
Male,Yes,67,Executive,1.0,High,2.0,4
Female,Yes,42,Artist,9.0,Low,2.0,1
Female,No,45,Engineer,0.0,Low,1.0,2
Male,Yes,46,Doctor,0.0,Average,3.0,0
Male,No,20,Healthcare,2.0,Low,4.0,2
Female,Yes,41,Engineer,0.0,High,3.0,0
Female,Yes,35,Engineer,7.0,Average,4.0,1
Female,Yes,52,Artist,6.0,Low,2.0,1
Female,Yes,63,Artist,1.0,Average,4.0,0
Male,Yes,51,Executive,5.0,Low,3.0,3
Female,Yes,29,Entertainment,0.0,Average,2.0,0
Male,No,27,Doctor,0.0,Low,4.0,2
Female,No,37,Doctor,1.0,Low,1.0,2
Female,Yes,29,Homemaker,,Average,2.0,0
Female,No,50,Artist,0.0,Low,2.0,3
Male,Yes,74,Lawyer,1.0,Low,1.0,3
Female,Yes,72,Artist,3.0,Average,3.0,4
Female,Yes,83,Lawyer,1.0,High,2.0,4
Male,Yes,37,Engineer,1.0,Average,3.0,0
Female,No,19,Healthcare,0.0,Low,3.0,2
Female,No,30,Artist,1.0,Low,1.0,2
Female,No,46,Engineer,1.0,Low,2.0,2
Female,Yes,65,Doctor,1.0,Low,2.0,3
Female,Yes,88,Lawyer,1.0,Average,2.0,4
Male,Yes,43,Entertainment,0.0,Average,2.0,0
Male,Yes,50,Executive,9.0,High,3.0,1
Male,No,35,Artist,8.0,Low,2.0,1
Male,Yes,67,Lawyer,0.0,Low,1.0,3
Male,Yes,66,Executive,0.0,Low,1.0,3
Female,No,39,Artist,3.0,Low,2.0,2
Female,Yes,46,Homemaker,0.0,Average,,0
Female,No,32,Homemaker,8.0,Low,1.0,1
Female,No,40,Artist,6.0,Low,1.0,1
Male,Yes,88,Lawyer,0.0,High,3.0,4
Male,No,30,Healthcare,8.0,Low,5.0,1
Male,No,32,Entertainment,1.0,Low,1.0,2
Male,Yes,43,Marketing,1.0,Low,2.0,3
Female,Yes,55,Engineer,3.0,Average,2.0,0
Female,Yes,47,Artist,0.0,Average,3.0,0
Female,Yes,73,Engineer,1.0,Low,,3
Male,No,39,Artist,,Low,1.0,2
Male,No,22,Healthcare,0.0,Low,4.0,2
Male,Yes,39,,0.0,Average,5.0,0
Female,No,31,Healthcare,0.0,Low,7.0,2
Male,No,27,Healthcare,,Low,3.0,2
Male,No,19,Healthcare,0.0,Low,4.0,2
Male,Yes,69,Doctor,0.0,Average,2.0,4
Male,Yes,37,Doctor,,Average,2.0,0
Male,Yes,45,Executive,0.0,High,2.0,0
Female,No,22,Doctor,1.0,Low,3.0,2
Female,No,26,Doctor,0.0,Low,3.0,2
Male,No,39,Artist,1.0,Low,3.0,2
Male,Yes,61,Entertainment,1.0,Low,2.0,3
Female,Yes,74,Lawyer,1.0,High,2.0,4
Male,No,29,Artist,4.0,Low,1.0,2
Male,No,29,Homemaker,5.0,Low,1.0,2
Male,No,36,Executive,0.0,Low,3.0,2
Female,No,63,Doctor,0.0,Low,2.0,3
Male,Yes,69,Artist,0.0,Average,5.0,4
Female,,35,Artist,12.0,Low,2.0,1
Male,Yes,81,Lawyer,1.0,Low,1.0,3
Female,Yes,71,Lawyer,1.0,High,2.0,4
Female,No,31,Healthcare,10.0,Low,2.0,1
Male,Yes,41,Entertainment,9.0,Average,4.0,1
Male,Yes,35,Homemaker,1.0,Average,3.0,0
Female,No,52,Artist,6.0,Low,1.0,1
Male,No,19,Healthcare,,Low,4.0,2
Female,,39,Artist,0.0,Low,1.0,2
Male,Yes,45,Artist,0.0,Low,2.0,3
Female,No,19,Marketing,1.0,Low,4.0,2
Male,No,23,Healthcare,2.0,Low,5.0,2
Male,Yes,77,Lawyer,0.0,Low,2.0,3
Female,Yes,84,Lawyer,0.0,Low,1.0,3
Male,Yes,47,Entertainment,1.0,High,4.0,0
Male,No,29,Entertainment,6.0,Low,3.0,1
Female,No,35,Artist,8.0,Low,3.0,1
Male,Yes,40,Artist,14.0,Low,2.0,1
Male,No,35,Healthcare,1.0,Low,1.0,2
Male,No,20,Healthcare,0.0,Low,3.0,2
Male,No,43,Entertainment,0.0,Low,2.0,2
Male,Yes,56,Executive,0.0,Low,1.0,3
Female,Yes,53,Artist,3.0,Low,1.0,3
Male,Yes,22,Executive,1.0,High,3.0,0
Male,Yes,32,Healthcare,1.0,High,4.0,0
Male,Yes,51,Executive,2.0,High,5.0,4
Female,No,41,Marketing,1.0,Low,,2
Male,Yes,37,Doctor,2.0,Average,4.0,0
Male,Yes,55,Artist,4.0,Average,4.0,0
Male,No,42,Entertainment,3.0,Low,2.0,2
Male,No,20,Healthcare,1.0,Low,5.0,2
Female,No,42,Artist,12.0,Low,2.0,1
Female,Yes,38,Engineer,1.0,High,5.0,0
Female,No,52,Engineer,3.0,Low,1.0,3
Female,Yes,48,Marketing,9.0,Low,1.0,1
Male,Yes,37,Entertainment,5.0,Average,2.0,0
Male,No,27,Doctor,1.0,Low,3.0,2
Male,Yes,48,Artist,3.0,Average,4.0,0
Female,No,25,Marketing,5.0,Low,2.0,2
Female,No,56,Doctor,3.0,Low,1.0,3
Female,Yes,68,Lawyer,1.0,Low,1.0,3
Male,No,21,Healthcare,0.0,Low,4.0,2
Female,,72,Lawyer,8.0,Average,2.0,4
Male,No,43,Artist,1.0,Low,2.0,2
Male,Yes,52,Lawyer,8.0,High,2.0,4
Male,Yes,50,Executive,0.0,Average,5.0,0
Male,No,41,Entertainment,0.0,Low,1.0,2
Male,Yes,40,Entertainment,8.0,Average,2.0,1
Male,No,32,Healthcare,8.0,Low,2.0,1
Male,Yes,57,Homemaker,5.0,High,2.0,4
Female,No,25,Artist,13.0,Low,2.0,1
Male,Yes,74,Lawyer,0.0,High,2.0,4
Male,No,38,Entertainment,,Low,4.0,2
Female,Yes,46,Artist,0.0,Average,2.0,0
Female,No,50,Artist,1.0,Low,1.0,3
Male,Yes,50,Artist,0.0,Average,2.0,0
Female,Yes,69,Lawyer,0.0,High,2.0,4
Male,No,29,Artist,0.0,Low,1.0,2
Male,Yes,84,Lawyer,,High,3.0,4
Male,Yes,73,Executive,1.0,Low,,3
Male,Yes,38,Executive,9.0,High,5.0,1
Female,Yes,82,Lawyer,0.0,Low,1.0,3
Male,Yes,71,Lawyer,0.0,High,,4
Female,Yes,50,Engineer,0.0,Low,3.0,3
Male,Yes,56,Artist,0.0,High,2.0,4
Male,No,19,Healthcare,4.0,Low,3.0,2
Male,Yes,29,Executive,12.0,Low,3.0,1
Male,No,26,Doctor,1.0,Low,3.0,2
Female,No,31,Doctor,1.0,Low,5.0,2
Male,Yes,42,Artist,0.0,Average,2.0,0
Female,No,33,Doctor,1.0,Low,1.0,2
Male,Yes,35,Healthcare,1.0,Low,5.0,2
Female,Yes,46,Engineer,0.0,High,3.0,0
Female,No,67,Artist,0.0,Low,2.0,3
Female,No,35,Artist,7.0,Low,2.0,1
Male,No,28,Doctor,8.0,Low,3.0,1
Female,No,43,Doctor,8.0,Low,1.0,1
Female,Yes,40,Artist,3.0,Average,,0
Female,Yes,73,Artist,0.0,Average,3.0,4
Female,No,21,Healthcare,8.0,Low,4.0,1
Female,No,32,Doctor,1.0,Low,3.0,2
Female,No,36,,,Low,,2
Male,No,32,Artist,13.0,Low,3.0,1
Male,No,25,Homemaker,14.0,Low,3.0,1
Female,No,40,Artist,5.0,Low,1.0,1
Female,No,19,Healthcare,0.0,Low,3.0,2
Male,Yes,48,Executive,5.0,High,5.0,0
Female,No,36,Artist,3.0,Low,3.0,2
Male,No,27,Healthcare,1.0,Low,3.0,2
Female,Yes,82,Entertainment,0.0,High,2.0,4
Male,No,23,Healthcare,9.0,Low,4.0,1
Male,No,30,Entertainment,14.0,Low,3.0,1
Male,No,30,Entertainment,8.0,Low,4.0,1
Male,No,30,Healthcare,1.0,Low,3.0,2
Male,No,28,Entertainment,1.0,Low,5.0,2
Male,Yes,60,Artist,0.0,Low,2.0,3
Female,Yes,52,Artist,1.0,Average,2.0,0
Female,No,19,Healthcare,,Low,,2
Female,No,19,Healthcare,0.0,Low,2.0,2
Male,Yes,40,Executive,1.0,Low,5.0,2
Male,No,38,Entertainment,8.0,Low,1.0,1
Female,Yes,71,Entertainment,1.0,Average,2.0,4
Female,No,40,Engineer,1.0,Low,3.0,2
Male,Yes,68,Artist,0.0,High,2.0,4
Male,Yes,50,Entertainment,,Low,4.0,3
Male,No,21,Healthcare,0.0,Low,4.0,2
Male,No,29,Healthcare,,Low,3.0,2
Female,,29,Entertainment,0.0,High,1.0,0
Female,Yes,39,Engineer,1.0,Average,4.0,0
Male,Yes,41,Executive,0.0,Low,4.0,2
Male,No,28,Doctor,,Low,1.0,2
Female,No,22,Healthcare,0.0,Low,3.0,2
Male,No,35,Artist,,Low,1.0,2
Female,Yes,49,Artist,3.0,Low,2.0,3
Female,Yes,26,Healthcare,8.0,Low,2.0,1
Female,No,33,Healthcare,,Low,1.0,2
Female,No,27,Engineer,0.0,Low,2.0,2
Female,No,50,Entertainment,8.0,Low,2.0,1
Female,Yes,37,Homemaker,5.0,Low,2.0,1
Male,No,43,Marketing,0.0,Low,2.0,2
Male,No,35,Entertainment,13.0,Low,1.0,1
Female,Yes,50,Artist,1.0,Low,1.0,3
Male,No,31,Artist,7.0,Low,1.0,1
Female,Yes,29,Engineer,,High,2.0,0
Female,No,20,Healthcare,0.0,Low,2.0,2
Male,Yes,66,Entertainment,1.0,Average,2.0,0
Male,Yes,37,Healthcare,1.0,Average,2.0,0
Male,Yes,52,Artist,2.0,Average,2.0,0
Male,Yes,45,Executive,7.0,High,5.0,0
Female,No,27,Healthcare,2.0,Low,6.0,2
Female,Yes,46,Artist,1.0,High,4.0,0
Female,Yes,43,Doctor,9.0,Low,1.0,1
Female,No,32,Doctor,8.0,Low,6.0,1
Male,Yes,87,Lawyer,9.0,Low,4.0,3
Female,Yes,40,Engineer,,Average,5.0,0
Male,No,59,Artist,1.0,Low,2.0,3
Male,Yes,63,Artist,1.0,Average,3.0,0
Male,No,23,,0.0,Low,8.0,2
Female,Yes,65,Lawyer,,High,2.0,4
Male,No,47,Artist,0.0,Low,1.0,3
Female,Yes,45,Artist,9.0,Low,2.0,1
Male,Yes,79,Lawyer,0.0,Low,1.0,3
Male,Yes,65,Entertainment,1.0,High,2.0,4
Female,No,38,Healthcare,0.0,Low,2.0,2
Female,Yes,28,Healthcare,,Low,2.0,2
Male,No,20,Healthcare,2.0,Low,3.0,2
Female,Yes,36,Artist,1.0,Low,2.0,2
Male,No,22,Healthcare,0.0,Low,4.0,2
Male,Yes,56,Healthcare,0.0,High,4.0,4
Female,No,32,Doctor,5.0,Low,3.0,2
Female,No,33,Healthcare,1.0,Low,1.0,2
Female,Yes,68,Artist,1.0,High,2.0,4
Male,Yes,53,Artist,,Average,3.0,0
Female,Yes,38,Artist,7.0,Average,3.0,1
Male,No,22,Healthcare,,Low,5.0,2
Female,Yes,49,Artist,0.0,High,4.0,0
Male,Yes,43,Artist,,Low,2.0,3
Female,No,33,Doctor,0.0,Low,1.0,2
Female,Yes,57,Artist,1.0,High,2.0,4
Female,Yes,65,Lawyer,2.0,Low,6.0,3
Female,,50,Artist,,High,1.0,0
Male,Yes,36,Entertainment,0.0,Average,2.0,0
Female,Yes,43,Engineer,4.0,Average,7.0,0
Female,No,18,Entertainment,1.0,Low,5.0,2
Female,Yes,43,Engineer,1.0,Average,2.0,0
Male,Yes,75,Lawyer,0.0,Low,1.0,3
Female,Yes,27,Marketing,,High,4.0,0
Male,Yes,39,Healthcare,11.0,Average,2.0,1
Male,Yes,61,Artist,2.0,Low,2.0,3
Female,Yes,73,Lawyer,,Low,5.0,3
Male,No,26,Engineer,0.0,Low,5.0,2
Male,Yes,52,Artist,7.0,Average,4.0,1
Male,Yes,50,Artist,1.0,Low,1.0,3
Female,No,51,Artist,1.0,Low,1.0,3
Male,Yes,50,Artist,1.0,Average,3.0,0
Male,Yes,53,Executive,9.0,High,5.0,4
Male,Yes,40,Executive,5.0,Low,4.0,1
Female,Yes,86,Lawyer,,Low,1.0,3
Female,No,26,Healthcare,0.0,Low,3.0,2
Male,No,32,Entertainment,9.0,Low,4.0,1
Female,No,22,Healthcare,5.0,Low,3.0,2
Female,Yes,36,Artist,1.0,Average,4.0,0
Female,,62,Artist,4.0,Average,3.0,0
Female,Yes,69,Doctor,0.0,Low,1.0,3
Female,No,39,Entertainment,1.0,Low,2.0,2
Female,Yes,81,Doctor,0.0,High,2.0,4
Female,No,28,Healthcare,9.0,Low,2.0,1
Male,No,28,Healthcare,6.0,Low,5.0,1
Male,No,52,Entertainment,1.0,Low,5.0,3
Female,Yes,40,Artist,4.0,Average,5.0,0
Male,No,68,Lawyer,0.0,Low,,3
Female,Yes,37,Artist,0.0,Average,2.0,0
Male,No,26,Marketing,1.0,Low,5.0,2
Female,No,31,Homemaker,8.0,Low,1.0,1
Female,Yes,68,Lawyer,0.0,Low,2.0,3
Male,Yes,42,Artist,1.0,Average,3.0,0
Female,Yes,56,Artist,1.0,Average,6.0,0
Male,Yes,37,Entertainment,1.0,Low,2.0,2
Male,Yes,58,Artist,1.0,Low,1.0,3
Male,No,33,Artist,7.0,Low,1.0,1
Female,No,31,Homemaker,8.0,Low,1.0,1
Female,No,27,Healthcare,0.0,Low,3.0,2
Male,No,25,Healthcare,7.0,Low,4.0,1
Male,Yes,51,Entertainment,1.0,Average,2.0,0
Male,Yes,37,Engineer,8.0,Average,3.0,1
Male,Yes,69,Executive,1.0,Average,4.0,4
Female,Yes,45,Doctor,1.0,Low,1.0,3
Male,Yes,38,Artist,0.0,Low,2.0,2
Male,Yes,51,Artist,,Average,4.0,0
Female,No,19,Healthcare,0.0,Low,4.0,2
Female,No,32,Healthcare,6.0,Low,3.0,1
Male,No,31,Artist,1.0,Low,5.0,2
Male,No,19,Healthcare,13.0,Low,3.0,1
Male,Yes,41,Entertainment,0.0,Average,3.0,0
Female,No,39,Entertainment,,Low,6.0,2
Male,No,21,Healthcare,1.0,Low,4.0,2
Female,No,30,Healthcare,0.0,Low,,2
Male,No,23,Healthcare,0.0,Low,6.0,2
Male,Yes,65,Entertainment,0.0,Average,2.0,0
Male,No,31,Executive,4.0,Low,5.0,2
Female,Yes,74,Lawyer,,Low,,3
Female,Yes,73,Artist,1.0,High,2.0,4
Male,Yes,42,Doctor,9.0,Low,2.0,1
Male,No,47,Artist,0.0,Low,1.0,3
Female,No,19,Healthcare,0.0,Low,5.0,2
Male,Yes,45,Executive,3.0,Low,9.0,3
Female,No,25,Marketing,,Low,7.0,2
Female,No,28,Entertainment,0.0,Low,3.0,2
Female,Yes,40,Artist,,Average,2.0,0
Female,,40,Engineer,1.0,Low,4.0,2
Female,No,30,Doctor,8.0,Low,,1
Female,Yes,50,Engineer,1.0,Average,4.0,0
Male,No,26,Healthcare,8.0,Low,2.0,1
Male,Yes,82,Lawyer,0.0,Low,1.0,3
Male,Yes,33,Healthcare,0.0,Low,2.0,2
Male,No,50,Marketing,1.0,Low,2.0,3
Male,Yes,83,Lawyer,0.0,Low,1.0,3
Female,No,37,Artist,9.0,Low,1.0,1
Male,Yes,37,Artist,6.0,Average,2.0,1
Male,Yes,55,Lawyer,1.0,High,3.0,4
Male,Yes,61,Artist,0.0,Low,2.0,3
Female,Yes,39,Artist,3.0,Low,1.0,2
Male,Yes,40,Artist,0.0,Low,2.0,3
Male,Yes,55,Artist,2.0,Low,1.0,3
Male,Yes,50,Healthcare,1.0,Average,1.0,0
Male,No,26,Doctor,13.0,Low,3.0,1
Female,No,53,Artist,1.0,Low,1.0,3
Female,No,28,Healthcare,,Low,5.0,2
Female,No,32,Artist,7.0,Low,3.0,1
Female,No,31,Marketing,0.0,Low,1.0,2
Male,No,30,Healthcare,0.0,Low,4.0,2
Female,No,31,Doctor,0.0,Low,4.0,2
Male,Yes,47,Artist,4.0,Low,1.0,3
Male,Yes,49,Artist,3.0,Average,2.0,0
Male,Yes,37,Executive,1.0,High,3.0,0
Male,Yes,47,Artist,13.0,Average,4.0,1
Male,Yes,52,Executive,0.0,High,2.0,4
Female,No,20,Entertainment,,Low,7.0,2
Male,Yes,79,Lawyer,0.0,High,2.0,4
Male,Yes,47,Executive,1.0,High,6.0,0
Female,No,20,Healthcare,1.0,Low,4.0,2
Male,No,23,Healthcare,1.0,Low,4.0,2
Female,No,29,Engineer,9.0,Low,4.0,1
Female,No,33,Engineer,10.0,Low,1.0,1
Male,No,21,Healthcare,0.0,Low,4.0,2
Male,No,18,Healthcare,8.0,Low,4.0,1
Male,Yes,70,Lawyer,0.0,High,2.0,4
Female,Yes,56,Artist,0.0,Average,2.0,0
Male,Yes,42,Artist,2.0,Average,2.0,0
Female,No,28,Healthcare,1.0,Low,2.0,2
Male,Yes,41,Executive,,High,4.0,0
Male,Yes,81,Lawyer,9.0,Low,1.0,3
Male,No,30,Artist,9.0,Low,2.0,1
Male,Yes,53,Lawyer,0.0,Low,2.0,3
Male,No,26,Executive,9.0,Low,4.0,1
Male,Yes,51,Artist,1.0,Low,3.0,3
Male,No,19,Artist,9.0,Low,7.0,1
Male,Yes,75,Lawyer,0.0,High,2.0,4
Female,Yes,51,Engineer,0.0,Low,1.0,3
Female,Yes,70,Homemaker,3.0,Low,2.0,3
Female,No,38,Doctor,0.0,Low,1.0,2
Female,No,21,Healthcare,0.0,Low,4.0,2
Male,Yes,80,Lawyer,0.0,Low,1.0,3
Female,Yes,19,Artist,,High,2.0,0
Male,No,33,Entertainment,1.0,Low,1.0,2
Male,Yes,48,Entertainment,1.0,Average,6.0,0
Female,No,33,Healthcare,8.0,Low,3.0,1
Female,No,33,Engineer,0.0,Low,3.0,2
Female,No,31,Healthcare,1.0,Low,4.0,2
Female,Yes,48,Artist,1.0,Average,2.0,0
Male,Yes,49,Engineer,1.0,Average,8.0,0
Female,Yes,38,Artist,1.0,Low,1.0,2
Female,No,39,Artist,0.0,Low,1.0,2
Female,Yes,46,Entertainment,2.0,Average,2.0,0
Male,Yes,41,Artist,8.0,Average,2.0,1
Female,Yes,31,Artist,0.0,High,3.0,0
Male,Yes,37,Entertainment,8.0,Average,2.0,1
Female,Yes,58,Engineer,1.0,Low,1.0,3
Female,Yes,49,Engineer,1.0,Average,2.0,0
Female,Yes,47,Marketing,2.0,Low,1.0,3
Male,No,30,Healthcare,1.0,Low,4.0,2
Male,No,41,Entertainment,6.0,Low,1.0,1
Female,Yes,33,Doctor,0.0,Low,2.0,2
Male,No,33,Healthcare,0.0,Low,4.0,2
Male,No,27,Healthcare,,Low,1.0,2
Male,Yes,45,Doctor,8.0,Low,2.0,1
Female,Yes,45,Homemaker,1.0,Low,1.0,3
Female,No,35,Marketing,,Low,,2
Female,No,21,Entertainment,1.0,Low,4.0,2
Female,No,36,Artist,9.0,Low,2.0,1
Female,Yes,56,,0.0,Low,1.0,3
Female,No,28,Artist,0.0,Low,5.0,2
Female,Yes,89,Lawyer,0.0,High,2.0,4
Male,Yes,48,Executive,1.0,High,4.0,0
Male,Yes,47,Entertainment,0.0,High,5.0,0
Male,No,23,Healthcare,,Low,3.0,2
Female,No,18,Healthcare,3.0,Low,4.0,2
Male,Yes,58,Lawyer,2.0,High,2.0,4
Male,Yes,42,Entertainment,9.0,Average,3.0,1
Male,No,22,Healthcare,0.0,Low,3.0,2
Female,Yes,50,Artist,2.0,Low,1.0,3
Female,Yes,40,Entertainment,,Low,2.0,2
Male,Yes,73,Executive,0.0,High,2.0,4
Female,No,27,Artist,,Low,,2
Male,Yes,40,Artist,1.0,Average,3.0,0
Female,Yes,81,Lawyer,1.0,Low,,3
Male,,37,Artist,1.0,Average,3.0,0
Female,Yes,39,Doctor,0.0,Low,2.0,2
Male,Yes,83,Lawyer,0.0,High,3.0,4
Male,Yes,55,Artist,0.0,Low,1.0,3
Male,Yes,51,Doctor,,Low,3.0,3
Male,Yes,42,Engineer,5.0,Average,4.0,0
Male,Yes,27,Artist,1.0,Low,4.0,2
Male,Yes,53,Executive,1.0,High,2.0,4
Female,Yes,40,Engineer,1.0,Average,7.0,0
Male,Yes,62,Artist,0.0,Average,9.0,0
Male,No,21,Healthcare,,Low,5.0,2
Male,Yes,40,Entertainment,1.0,Average,2.0,0
Male,No,27,Healthcare,1.0,Low,3.0,2
Female,Yes,84,Lawyer,0.0,High,2.0,4
Male,No,26,Doctor,4.0,Low,,2
Male,No,26,Artist,11.0,Low,4.0,1
Male,No,33,Entertainment,1.0,Low,1.0,2
Male,No,27,Artist,0.0,Low,1.0,2
Female,Yes,46,Entertainment,9.0,Average,5.0,1
Female,No,28,Doctor,,Low,5.0,2
Female,No,25,Healthcare,1.0,Low,3.0,2
Female,Yes,47,Marketing,,Average,3.0,0
Female,No,32,Artist,3.0,Low,4.0,2
Female,No,21,Healthcare,6.0,Low,4.0,1
Male,Yes,73,Lawyer,1.0,High,4.0,4
Male,Yes,35,Artist,0.0,Average,2.0,0
Male,No,52,Artist,1.0,Low,1.0,3
Male,Yes,40,Artist,1.0,Low,2.0,3
Male,No,31,Healthcare,,Low,1.0,2
Female,Yes,88,Lawyer,1.0,High,2.0,4
Female,No,39,,,Low,1.0,2
Female,No,41,Artist,1.0,Low,2.0,2
Female,Yes,73,Artist,,Average,2.0,4
Male,Yes,45,Artist,7.0,Average,5.0,1
Male,Yes,41,Entertainment,0.0,Low,4.0,2
Male,Yes,75,Lawyer,0.0,High,2.0,4
Male,No,39,Entertainment,9.0,Low,2.0,1
Female,Yes,89,Lawyer,0.0,High,2.0,4
Male,Yes,45,Doctor,0.0,Low,1.0,3
Female,Yes,50,Artist,1.0,Average,2.0,0
Male,Yes,43,Healthcare,6.0,High,2.0,0
Male,Yes,50,Executive,4.0,Average,4.0,0
Female,No,53,Entertainment,0.0,Low,,3
Female,,37,Engineer,2.0,Average,3.0,0
Male,No,40,Artist,8.0,Low,2.0,1
Male,Yes,76,Lawyer,1.0,Low,1.0,3
Female,Yes,27,Homemaker,,Average,2.0,0
Male,Yes,41,Artist,1.0,Low,2.0,3
Male,Yes,50,Entertainment,3.0,Low,2.0,3
Male,Yes,56,Executive,8.0,High,5.0,4
Male,Yes,28,Entertainment,0.0,Average,2.0,0
Female,No,46,Marketing,0.0,Low,,2
Female,Yes,72,Doctor,1.0,Average,2.0,4
Female,Yes,41,Doctor,,Low,1.0,2
Male,No,28,Artist,0.0,Low,2.0,2
Female,Yes,27,Artist,8.0,Average,2.0,1
